user_id,map,algorithm,total_reward,successful_deliveries,success,success_rate,completed,nsteps,nepisodes,mean_qualitative_rating,collisions,collision_status
2543223481,coord_ring,sk,0.0,0.0,False,0.0,False,8,1,,,not_recorded
2543223481,counter_circuit,sk,80.0,4.0,True,1.0,True,201,1,2.4286,,not_recorded
