user_id,map,algorithm,total_reward,successful_deliveries,success,success_rate,completed,nsteps,nepisodes,mean_qualitative_rating,collisions,collision_status
2368466509,counter_circuit,sk_e3t,60.0,3.0,True,1.0,True,201,1,3.5714,,not_recorded
